Date,Hour,MachineID,ProductID,LocationID,PlannedUnits,ActualUnits,DowntimeMinutes,DefectUnits
2025-01-10,3,M08,P01,L01,137,122,16,9
2025-01-10,3,M09,P04,L01,111,92,3,6
2025-01-10,3,M10,P02,L02,151,119,7,7
2025-01-10,4,M01,P02,L01,178,179,27,8
2025-01-10,4,M02,P05,L03,154,130,21,4
2025-01-10,4,M03,P04,L05,183,176,15,6
2025-01-10,4,M04,P05,L02,167,177,9,5
2025-01-10,4,M05,P02,L05,186,197,27,8
2025-01-10,4,M06,P02,L03,152,104,24,0
2025-01-10,4,M07,P01,L05,137,101,10,6
2025-01-10,4,M08,P04,L01,192,94,0,5
2025-01-10,4,M09,P04,L05,132,184,11,3
2025-01-10,4,M10,P05,L04,106,87,27,8
2025-01-10,5,M01,P02,L01,110,110,11,2
2025-01-10,5,M02,P02,L04,116,114,0,2
2025-01-10,5,M03,P04,L05,186,107,15,4
2025-01-10,5,M04,P05,L05,116,119,12,3
2025-01-10,5,M05,P05,L02,178,155,28,0
2025-01-10,5,M06,P02,L01,169,96,15,0
2025-01-10,5,M07,P04,L01,172,138,4,6
2025-01-10,5,M08,P01,L01,156,162,0,0
2025-01-10,5,M09,P03,L05,169,138,5,0
2025-01-10,5,M10,P02,L03,150,98,18,6
2025-01-10,6,M01,P04,L04,182,121,26,8
2025-01-10,6,M02,P04,L02,137,141,6,6
2025-01-10,6,M03,P04,L02,125,105,21,2
2025-01-10,6,M04,P05,L01,119,185,12,1
2025-01-10,6,M05,P05,L01,111,89,0,7
2025-01-10,6,M06,P02,L05,165,127,11,8
2025-01-10,6,M07,P02,L03,184,173,27,3
2025-01-10,6,M08,P02,L02,107,89,15,6
2025-01-10,6,M09,P02,L03,153,157,7,6
2025-01-10,6,M10,P05,L01,117,175,5,6
2025-01-10,7,M01,P05,L03,187,143,27,7
2025-01-10,7,M02,P05,L02,146,88,1,0
2025-01-10,7,M03,P05,L03,136,122,21,2
2025-01-10,7,M04,P04,L02,122,158,0,8
2025-01-10,7,M05,P05,L05,198,144,14,9
2025-01-10,7,M06,P05,L05,176,197,4,2
2025-01-10,7,M07,P04,L05,117,100,21,9
2025-01-10,7,M08,P01,L05,159,136,26,6
2025-01-10,7,M09,P02,L04,169,107,2,6
2025-01-10,7,M10,P02,L02,123,96,12,0
2025-01-10,8,M01,P01,L05,159,198,17,6
2025-01-10,8,M02,P01,L03,126,127,23,2
2025-01-10,8,M03,P04,L03,146,81,28,0
2025-01-10,8,M04,P01,L05,137,156,10,9
2025-01-10,8,M05,P02,L03,154,99,16,0
2025-01-10,8,M06,P05,L04,159,102,13,3
2025-01-10,8,M07,P04,L02,196,122,25,6
2025-01-10,8,M08,P05,L02,126,97,7,9
2025-01-10,8,M09,P02,L02,168,153,17,4
2025-01-10,8,M10,P01,L03,101,145,6,0
2025-01-10,9,M01,P04,L02,133,121,19,0
2025-01-10,9,M02,P05,L04,174,121,14,4
2025-01-10,9,M03,P01,L01,136,113,8,5
2025-01-10,9,M04,P03,L02,177,119,16,2
2025-01-10,9,M05,P02,L05,180,186,7,0
2025-01-10,9,M06,P05,L05,199,86,13,4
2025-01-10,9,M07,P03,L04,116,180,19,2
2025-01-10,9,M08,P02,L05,114,130,15,7
2025-01-10,9,M09,P03,L05,164,152,8,5
2025-01-10,9,M10,P01,L02,155,113,8,7
2025-01-10,10,M01,P05,L03,168,120,12,0
2025-01-10,10,M02,P04,L01,199,142,19,9
2025-01-10,10,M03,P01,L04,105,106,23,3
2025-01-10,10,M04,P01,L03,173,174,14,6
2025-01-10,10,M05,P03,L04,166,165,18,2
2025-01-10,10,M06,P05,L04,109,184,0,2
2025-01-10,10,M07,P03,L03,123,114,18,5
2025-01-10,10,M08,P04,L05,161,185,2,3
2025-01-10,10,M09,P05,L01,155,115,21,2
2025-01-10,10,M10,P04,L03,110,149,11,8
2025-01-10,11,M01,P02,L01,102,82,19,6
2025-01-10,11,M02,P02,L03,187,186,7,5
2025-01-10,11,M03,P03,L04,195,106,20,1
2025-01-10,11,M04,P03,L05,146,165,27,4
2025-01-10,11,M05,P04,L02,136,100,13,8
2025-01-10,11,M06,P04,L03,122,174,14,2
2025-01-10,11,M07,P04,L02,137,162,26,8
2025-01-10,11,M08,P05,L04,114,138,2,9
2025-01-10,11,M09,P03,L01,110,127,4,4
2025-01-10,11,M10,P02,L02,125,151,4,6
2025-01-10,12,M01,P01,L05,103,179,15,7
2025-01-10,12,M02,P04,L01,169,159,28,3
2025-01-10,12,M03,P01,L05,147,89,8,3
2025-01-10,12,M04,P04,L05,143,135,9,3
2025-01-10,12,M05,P05,L02,112,125,17,0
2025-01-10,12,M06,P01,L05,168,149,5,2
2025-01-10,12,M07,P04,L04,132,115,0,4
2025-01-10,12,M08,P03,L03,171,199,4,9
2025-01-10,12,M09,P04,L02,121,96,6,3
2025-01-10,12,M10,P03,L05,100,104,9,3
2025-01-10,13,M01,P03,L05,155,142,16,7
2025-01-10,13,M02,P05,L03,126,131,17,5
2025-01-10,13,M03,P05,L02,181,82,26,5
2025-01-10,13,M04,P03,L01,106,129,13,5
2025-01-10,13,M05,P03,L01,190,108,24,4
2025-01-10,13,M06,P05,L05,195,139,20,5
2025-01-10,13,M07,P03,L02,103,135,28,8
2025-01-10,13,M08,P03,L01,189,127,10,3
2025-01-10,13,M09,P01,L01,152,197,15,2
2025-01-10,13,M10,P02,L03,154,80,25,4
2025-01-10,14,M01,P01,L02,159,138,11,5
2025-01-10,14,M02,P01,L02,141,106,6,2
2025-01-10,14,M03,P05,L01,123,103,27,2
2025-01-10,14,M04,P02,L02,113,132,9,6
2025-01-10,14,M05,P05,L02,175,87,14,9
2025-01-10,14,M06,P03,L04,150,189,26,1
2025-01-10,14,M07,P04,L05,162,128,18,8
2025-01-10,14,M08,P02,L01,170,195,6,7
2025-01-10,14,M09,P05,L03,109,193,6,4
2025-01-10,14,M10,P05,L05,194,166,24,7
2025-01-10,15,M01,P03,L01,153,192,3,7
2025-01-10,15,M02,P02,L03,102,170,2,0
2025-01-10,15,M03,P01,L02,185,173,29,0
2025-01-10,15,M04,P04,L05,152,166,5,8
2025-01-10,15,M05,P04,L01,148,185,6,2
2025-01-10,15,M06,P05,L02,170,84,23,6
2025-01-10,15,M07,P01,L02,112,109,24,4
2025-01-10,15,M08,P03,L04,184,107,15,9
2025-01-10,15,M09,P02,L04,104,161,27,6
2025-01-10,15,M10,P01,L03,156,154,21,0
2025-01-10,16,M01,P05,L05,183,127,27,5
2025-01-10,16,M02,P04,L02,112,126,11,8
2025-01-10,16,M03,P02,L02,152,93,19,8
2025-01-10,16,M04,P03,L04,159,139,9,8
2025-01-10,16,M05,P03,L05,180,112,17,9
2025-01-10,16,M06,P05,L02,135,144,3,3
2025-01-10,16,M07,P04,L02,108,109,18,3
2025-01-10,16,M08,P05,L05,122,95,21,4
2025-01-10,16,M09,P04,L01,179,84,15,6
2025-01-10,16,M10,P01,L03,108,161,12,9
2025-01-10,17,M01,P04,L03,109,152,12,2
2025-01-10,17,M02,P04,L01,115,132,7,3
2025-01-10,17,M03,P05,L04,144,85,27,4
2025-01-10,17,M04,P02,L01,138,197,20,7
2025-01-10,17,M05,P03,L05,181,133,15,0
2025-01-10,17,M06,P02,L05,164,181,2,4
2025-01-10,17,M07,P03,L04,176,127,17,0
2025-01-10,17,M08,P05,L01,174,163,9,1
2025-01-10,17,M09,P04,L01,112,123,14,6
2025-01-10,17,M10,P05,L03,189,171,12,1
2025-01-10,18,M01,P01,L05,156,113,22,9
2025-01-10,18,M02,P05,L04,128,114,10,0
2025-01-10,18,M03,P03,L03,172,157,8,6
2025-01-10,18,M04,P05,L03,182,115,6,6
2025-01-10,18,M05,P04,L04,181,139,4,6
2025-01-10,18,M06,P02,L02,175,119,18,0
2025-01-10,18,M07,P03,L03,117,129,29,1
2025-01-10,18,M08,P05,L05,196,121,19,9
2025-01-10,18,M09,P02,L05,184,137,14,3
2025-01-10,18,M10,P04,L01,120,173,29,9
2025-01-10,19,M01,P02,L01,189,179,7,0
2025-01-10,19,M02,P02,L03,100,90,22,1
2025-01-10,19,M03,P04,L01,115,197,21,9
2025-01-10,19,M04,P01,L02,129,89,2,9
2025-01-10,19,M05,P03,L05,140,122,20,1
2025-01-10,19,M06,P04,L02,187,106,21,3
2025-01-10,19,M07,P02,L05,165,119,5,1
2025-01-10,19,M08,P05,L01,186,189,29,9
2025-01-10,19,M09,P02,L05,112,155,8,3
2025-01-10,19,M10,P02,L05,160,120,4,1
2025-01-10,20,M01,P03,L04,151,118,25,7
2025-01-10,20,M02,P05,L01,187,196,27,6
2025-01-10,20,M03,P03,L03,164,113,16,4
2025-01-10,20,M04,P01,L02,123,118,27,4
2025-01-10,20,M05,P01,L03,112,180,2,2
2025-01-10,20,M06,P01,L03,167,124,7,2
2025-01-10,20,M07,P02,L05,178,145,10,6
2025-01-10,20,M08,P03,L02,168,82,5,9
2025-01-10,20,M09,P02,L03,134,103,23,0
2025-01-10,20,M10,P02,L02,143,102,5,1
2025-01-10,21,M01,P03,L05,128,86,28,4
2025-01-10,21,M02,P01,L05,107,155,13,9
2025-01-10,21,M03,P02,L05,146,185,20,6
2025-01-10,21,M04,P03,L02,165,85,20,8
2025-01-10,21,M05,P04,L02,102,184,23,5
2025-01-10,21,M06,P02,L01,144,123,26,0
2025-01-10,21,M07,P05,L04,182,162,5,2
2025-01-10,21,M08,P03,L05,125,165,20,3
2025-01-10,21,M09,P04,L02,129,106,6,3
2025-01-10,21,M10,P05,L02,180,83,24,3
2025-01-10,22,M01,P05,L04,102,169,25,1
2025-01-10,22,M02,P01,L03,189,103,16,2
2025-01-10,22,M03,P05,L03,146,129,13,4
2025-01-10,22,M04,P03,L02,150,119,3,3
2025-01-10,22,M05,P03,L03,100,183,14,0
2025-01-10,22,M06,P04,L05,151,199,10,5
2025-01-10,22,M07,P01,L04,109,103,28,1
2025-01-10,22,M08,P01,L01,157,92,17,4
2025-01-10,22,M09,P03,L05,135,150,3,8
2025-01-10,22,M10,P04,L03,113,188,28,9
2025-01-10,23,M01,P05,L02,171,189,4,9
2025-01-10,23,M02,P01,L04,125,85,15,3
2025-01-10,23,M03,P03,L04,102,142,11,4
2025-01-10,23,M04,P02,L03,179,166,10,4
2025-01-10,23,M05,P03,L01,171,117,3,8
2025-01-10,23,M06,P02,L05,163,133,13,8
2025-01-10,23,M07,P05,L04,103,81,2,9
2025-01-10,23,M08,P03,L04,167,181,11,2
2025-01-10,23,M09,P01,L02,116,95,8,8
2025-01-10,23,M10,P01,L05,158,198,8,6
2025-01-10,24,M01,P02,L01,174,90,7,6
2025-01-10,24,M02,P04,L05,138,178,7,1
2025-01-10,24,M03,P03,L01,133,136,20,7
2025-01-10,24,M04,P02,L03,139,93,6,4
2025-01-10,24,M05,P03,L04,199,160,4,8
2025-01-10,24,M06,P04,L02,191,129,19,8
2025-01-10,24,M07,P05,L04,126,151,0,0
2025-01-10,24,M08,P01,L01,183,124,1,8
2025-01-10,24,M09,P04,L04,100,84,2,3
2025-01-10,24,M10,P01,L01,193,103,3,1
2025-01-11,1,M01,P04,L01,124,153,2,6
2025-01-11,1,M02,P05,L02,167,193,10,8
2025-01-11,1,M03,P02,L04,171,175,26,9
2025-01-11,1,M04,P04,L05,124,146,25,3
2025-01-11,1,M05,P04,L02,178,175,28,9
2025-01-11,1,M06,P03,L05,128,195,18,1
2025-01-11,1,M07,P04,L02,115,144,15,1
2025-01-11,1,M08,P01,L04,104,185,21,4
2025-01-11,1,M09,P05,L04,164,95,22,8
2025-01-11,1,M10,P02,L03,145,131,9,4
2025-01-11,2,M01,P04,L04,164,196,16,8
2025-01-11,2,M02,P01,L03,191,150,8,5
2025-01-11,2,M03,P05,L02,111,150,13,5
2025-01-11,2,M04,P02,L05,171,188,22,5
2025-01-11,2,M05,P05,L05,132,184,5,3
2025-01-11,2,M06,P01,L02,136,93,4,7
2025-01-11,2,M07,P05,L05,139,186,27,9
2025-01-11,2,M08,P01,L02,182,117,21,1
2025-01-11,2,M09,P05,L04,186,104,27,9
2025-01-11,2,M10,P01,L03,187,145,29,0
2025-01-11,3,M01,P05,L02,147,119,18,9
2025-01-11,3,M02,P05,L04,111,157,23,1
2025-01-11,3,M03,P04,L03,181,159,19,9
2025-01-11,3,M04,P01,L05,125,107,8,3
2025-01-11,3,M05,P03,L01,175,196,25,8
2025-01-11,3,M06,P02,L03,156,133,19,3
2025-01-11,3,M07,P03,L01,129,137,1,5
2025-01-11,3,M08,P01,L04,114,193,15,4
2025-01-11,3,M09,P01,L01,156,137,26,2
2025-01-11,3,M10,P02,L04,100,120,15,3
2025-01-11,4,M01,P01,L04,132,182,17,6
2025-01-11,4,M02,P02,L04,129,168,12,6
2025-01-11,4,M03,P01,L05,111,172,23,7
2025-01-11,4,M04,P05,L04,119,158,23,4
2025-01-11,4,M05,P02,L04,127,129,1,8
2025-01-11,4,M06,P03,L02,146,105,19,9
2025-01-11,4,M07,P04,L04,174,153,28,6
2025-01-11,4,M08,P01,L05,151,162,12,1
2025-01-11,4,M09,P03,L01,105,153,1,7
2025-01-11,4,M10,P04,L04,165,140,13,4
2025-01-11,5,M01,P03,L02,173,122,26,1
2025-01-11,5,M02,P05,L01,170,99,1,2
2025-01-11,5,M03,P05,L02,185,110,22,2
2025-01-11,5,M04,P04,L04,138,171,21,6
2025-01-11,5,M05,P03,L01,147,114,14,6
2025-01-11,5,M06,P03,L01,193,96,9,5
2025-01-11,5,M07,P01,L04,180,93,23,8
2025-01-11,5,M08,P01,L02,160,183,6,6
2025-01-11,5,M09,P02,L04,136,191,13,2
2025-01-11,5,M10,P01,L01,182,123,3,8
2025-01-11,6,M01,P04,L03,180,151,13,1
2025-01-11,6,M02,P03,L03,155,117,20,4
2025-01-11,6,M03,P02,L02,190,87,6,7
2025-01-11,6,M04,P02,L04,115,184,12,6
2025-01-11,6,M05,P03,L04,121,175,24,0
2025-01-11,6,M06,P02,L03,196,105,27,2
2025-01-11,6,M07,P05,L03,196,163,29,7
2025-01-11,6,M08,P01,L05,164,146,13,9
2025-01-11,6,M09,P03,L03,145,151,28,2
2025-01-11,6,M10,P03,L04,103,159,12,3
2025-01-11,7,M01,P05,L03,154,180,19,7
2025-01-11,7,M02,P02,L04,153,113,18,0
2025-01-11,7,M03,P01,L05,117,134,20,1
2025-01-11,7,M04,P05,L03,112,95,21,3
2025-01-11,7,M05,P04,L05,165,178,14,6
2025-01-11,7,M06,P05,L03,136,133,5,3
2025-01-11,7,M07,P04,L03,133,106,6,2
2025-01-11,7,M08,P02,L01,179,104,27,7
2025-01-11,7,M09,P02,L01,119,194,29,0
2025-01-11,7,M10,P04,L04,172,106,13,3
2025-01-11,8,M01,P02,L01,162,96,16,0
2025-01-11,8,M02,P01,L04,181,195,22,1
2025-01-11,8,M03,P01,L05,161,133,19,5
2025-01-11,8,M04,P01,L04,134,146,1,0
2025-01-11,8,M05,P05,L01,118,173,22,8
2025-01-11,8,M06,P01,L02,117,149,26,4
2025-01-11,8,M07,P03,L04,101,176,15,6
2025-01-11,8,M08,P05,L03,155,145,13,7
2025-01-11,8,M09,P04,L01,163,150,17,7
2025-01-11,8,M10,P04,L01,140,179,11,3
2025-01-11,9,M01,P04,L01,145,135,23,6
2025-01-11,9,M02,P05,L02,153,87,22,4
2025-01-11,9,M03,P05,L04,192,99,13,1
2025-01-11,9,M04,P01,L03,151,147,20,1
2025-01-11,9,M05,P04,L05,187,151,27,4
2025-01-11,9,M06,P03,L04,116,152,24,2
2025-01-11,9,M07,P05,L04,181,91,18,5
2025-01-11,9,M08,P01,L03,151,158,0,1
2025-01-11,9,M09,P02,L01,172,152,12,5
2025-01-11,9,M10,P05,L03,114,129,6,9
2025-01-11,10,M01,P02,L03,138,153,11,0
2025-01-11,10,M02,P03,L04,150,126,3,8
2025-01-11,10,M03,P05,L01,117,100,15,0
2025-01-11,10,M04,P02,L04,107,195,15,4
2025-01-11,10,M05,P04,L03,152,196,20,2
2025-01-11,10,M06,P02,L03,150,122,2,7
2025-01-11,10,M07,P03,L04,168,195,8,7
2025-01-11,10,M08,P05,L03,184,131,22,0
2025-01-11,10,M09,P05,L02,161,166,28,5
2025-01-11,10,M10,P05,L05,183,112,28,1
2025-01-11,11,M01,P03,L02,192,124,7,5
2025-01-11,11,M02,P05,L05,101,184,16,1
2025-01-11,11,M03,P01,L05,119,131,20,4
2025-01-11,11,M04,P03,L03,198,85,27,2
2025-01-11,11,M05,P02,L05,164,104,26,6
2025-01-11,11,M06,P02,L04,128,174,11,3
2025-01-11,11,M07,P01,L03,130,88,19,9
2025-01-11,11,M08,P03,L05,112,120,1,1
2025-01-11,11,M09,P01,L05,123,196,11,9
2025-01-11,11,M10,P04,L02,108,81,22,7
2025-01-11,12,M01,P03,L03,180,179,12,6
2025-01-11,12,M02,P05,L01,164,90,5,3
2025-01-11,12,M03,P04,L03,162,180,8,9
2025-01-11,12,M04,P04,L02,161,173,27,9
2025-01-11,12,M05,P05,L03,157,84,8,9
2025-01-11,12,M06,P04,L03,148,185,20,0
2025-01-11,12,M07,P02,L04,157,158,22,0
2025-01-11,12,M08,P04,L02,124,156,0,8
2025-01-11,12,M09,P04,L05,129,157,21,6
2025-01-11,12,M10,P03,L03,176,91,21,1
2025-01-11,13,M01,P03,L05,135,96,27,5
2025-01-11,13,M02,P03,L03,129,149,25,1
2025-01-11,13,M03,P01,L05,181,130,11,9
2025-01-11,13,M04,P04,L04,181,88,16,4
2025-01-11,13,M05,P05,L01,155,119,10,7
2025-01-11,13,M06,P04,L02,132,102,12,5
2025-01-11,13,M07,P01,L05,177,157,15,0
2025-01-11,13,M08,P04,L02,189,169,0,8
2025-01-11,13,M09,P05,L04,117,173,27,9
2025-01-11,13,M10,P02,L05,182,190,11,8
2025-01-11,14,M01,P04,L02,183,166,29,5
2025-01-11,14,M02,P01,L02,193,136,25,3
2025-01-11,14,M03,P02,L01,115,167,13,9
2025-01-11,14,M04,P04,L02,164,134,19,7
2025-01-11,14,M05,P04,L01,124,82,4,5
2025-01-11,14,M06,P04,L02,106,173,29,7
2025-01-11,14,M07,P03,L03,132,112,13,5
2025-01-11,14,M08,P01,L02,127,157,3,5
2025-01-11,14,M09,P05,L04,191,176,5,8
2025-01-11,14,M10,P03,L04,142,126,2,1
2025-01-11,15,M01,P04,L05,125,194,11,1
2025-01-11,15,M02,P03,L01,109,191,21,8
2025-01-11,15,M03,P05,L03,114,114,15,4
2025-01-11,15,M04,P05,L05,159,123,22,4
2025-01-11,15,M05,P05,L01,117,100,7,3
2025-01-11,15,M06,P02,L02,150,120,24,7
2025-01-11,15,M07,P04,L01,156,199,18,0
2025-01-11,15,M08,P03,L02,194,161,22,5
2025-01-11,15,M09,P02,L03,139,126,8,6
2025-01-11,15,M10,P05,L04,164,195,3,7
2025-01-11,16,M01,P04,L04,144,81,27,9
2025-01-11,16,M02,P03,L04,105,114,6,5
2025-01-11,16,M03,P04,L03,173,173,20,8
2025-01-11,16,M04,P04,L05,158,122,6,1
2025-01-11,16,M05,P05,L04,167,179,26,8
2025-01-11,16,M06,P05,L03,133,165,13,7
2025-01-11,16,M07,P02,L03,142,115,6,9
2025-01-11,16,M08,P02,L03,155,87,29,6
2025-01-11,16,M09,P01,L03,145,120,14,8
2025-01-11,16,M10,P04,L02,186,130,12,6
2025-01-11,17,M01,P02,L01,193,153,1,5
2025-01-11,17,M02,P01,L05,108,142,12,4
2025-01-11,17,M03,P01,L05,171,118,7,5
2025-01-11,17,M04,P01,L03,195,150,18,1
2025-01-11,17,M05,P01,L02,182,130,21,9
2025-01-11,17,M06,P04,L01,118,106,15,3
2025-01-11,17,M07,P03,L01,196,130,6,6
2025-01-11,17,M08,P05,L03,193,192,10,7
2025-01-11,17,M09,P02,L02,175,121,12,9
2025-01-11,17,M10,P02,L02,150,195,16,3
2025-01-11,18,M01,P03,L05,190,158,25,1
2025-01-11,18,M02,P03,L05,161,192,3,2
2025-01-11,18,M03,P01,L01,122,190,27,8
2025-01-11,18,M04,P01,L05,154,196,15,7
2025-01-11,18,M05,P02,L01,148,142,12,8
2025-01-11,18,M06,P01,L01,168,135,8,5
2025-01-11,18,M07,P05,L04,125,107,7,5
2025-01-11,18,M08,P04,L03,174,164,29,1
2025-01-11,18,M09,P03,L03,161,91,26,4
2025-01-11,18,M10,P05,L05,159,117,7,1
2025-01-11,19,M01,P05,L04,159,100,16,8
2025-01-11,19,M02,P02,L03,156,198,4,5
2025-01-11,19,M03,P03,L04,183,152,0,9
2025-01-11,19,M04,P05,L03,122,88,21,2
2025-01-11,19,M05,P04,L05,118,141,22,6
2025-01-11,19,M06,P04,L04,126,125,1,0
2025-01-11,19,M07,P02,L04,119,119,2,9
2025-01-11,19,M08,P01,L05,108,195,8,5
2025-01-11,19,M09,P02,L02,113,117,1,7
2025-01-11,19,M10,P05,L04,155,125,10,7
2025-01-11,20,M01,P04,L04,147,149,19,0
2025-01-11,20,M02,P01,L04,101,96,19,4
2025-01-11,20,M03,P04,L02,180,196,5,2
2025-01-11,20,M04,P04,L04,150,180,2,9
2025-01-11,20,M05,P01,L01,105,92,26,5
2025-01-11,20,M06,P04,L04,199,81,25,3
2025-01-11,20,M07,P02,L05,108,144,12,1
2025-01-11,20,M08,P03,L02,194,157,21,6
2025-01-11,20,M09,P03,L05,190,88,4,4
2025-01-11,20,M10,P04,L03,151,136,23,3
2025-01-11,21,M01,P02,L04,188,114,3,6
2025-01-11,21,M02,P04,L02,114,86,25,0
2025-01-11,21,M03,P02,L04,155,125,14,4
2025-01-11,21,M04,P02,L05,191,184,21,8
2025-01-11,21,M05,P03,L04,164,129,28,0
2025-01-11,21,M06,P02,L01,127,165,17,5
2025-01-11,21,M07,P04,L01,118,168,17,4
2025-01-11,21,M08,P02,L03,138,153,14,8
2025-01-11,21,M09,P05,L04,151,139,19,9
2025-01-11,21,M10,P05,L02,189,189,25,9
2025-01-11,22,M01,P01,L02,177,81,15,8
2025-01-11,22,M02,P01,L02,185,102,6,8
2025-01-11,22,M03,P05,L03,180,163,6,7
2025-01-11,22,M04,P03,L04,162,163,11,6
2025-01-11,22,M05,P01,L01,158,92,6,7
2025-01-11,22,M06,P01,L01,185,177,29,7
2025-01-11,22,M07,P05,L01,117,167,27,5
2025-01-11,22,M08,P02,L04,101,145,26,6
2025-01-11,22,M09,P05,L05,155,91,27,6
2025-01-11,22,M10,P01,L04,103,169,3,1
2025-01-11,23,M01,P01,L03,116,150,29,4
2025-01-11,23,M02,P02,L03,198,128,15,7
2025-01-11,23,M03,P03,L02,149,168,25,7
2025-01-11,23,M04,P04,L01,103,190,14,1
2025-01-11,23,M05,P01,L02,160,99,9,9
2025-01-11,23,M06,P02,L03,160,171,26,7
2025-01-11,23,M07,P01,L01,167,150,8,4
2025-01-11,23,M08,P04,L02,122,122,17,8
2025-01-11,23,M09,P03,L01,112,103,10,3
2025-01-11,23,M10,P01,L03,136,92,29,3
2025-01-11,24,M01,P02,L01,195,87,23,7
2025-01-11,24,M02,P04,L03,159,182,15,8
2025-01-11,24,M03,P01,L05,185,121,9,9
2025-01-11,24,M04,P05,L04,179,144,16,9
2025-01-11,24,M05,P05,L05,118,132,20,0
2025-01-11,24,M06,P05,L05,163,124,16,2
2025-01-11,24,M07,P01,L04,164,116,24,5
2025-01-11,24,M08,P02,L02,158,175,24,5
2025-01-11,24,M09,P05,L05,130,155,2,5
2025-01-11,24,M10,P04,L05,176,123,9,1
2025-01-12,1,M01,P03,L05,108,154,10,8
2025-01-12,1,M02,P02,L02,145,152,19,4
2025-01-12,1,M03,P05,L02,162,152,28,4
2025-01-12,1,M04,P01,L03,164,141,21,6
2025-01-12,1,M05,P05,L04,121,169,20,5
2025-01-12,1,M06,P02,L03,138,198,1,2
2025-01-12,1,M07,P03,L04,165,131,4,9
2025-01-12,1,M08,P03,L01,134,101,4,5
2025-01-12,1,M09,P03,L03,194,188,20,7
2025-01-12,1,M10,P02,L04,197,83,17,2
2025-01-12,2,M01,P04,L04,108,159,25,5
2025-01-12,2,M02,P04,L01,140,138,12,8
2025-01-12,2,M03,P03,L05,113,100,14,2
2025-01-12,2,M04,P05,L05,145,95,13,8
2025-01-12,2,M05,P04,L05,171,113,7,0
2025-01-12,2,M06,P01,L02,168,173,21,3
2025-01-12,2,M07,P02,L02,101,126,13,1
2025-01-12,2,M08,P01,L05,113,84,10,7
2025-01-12,2,M09,P05,L05,174,84,16,5
2025-01-12,2,M10,P03,L04,163,101,1,7
2025-01-12,3,M01,P04,L01,188,135,16,9
2025-01-12,3,M02,P01,L04,181,194,17,7
2025-01-12,3,M03,P02,L02,117,159,16,6
2025-01-12,3,M04,P02,L04,109,148,20,2
2025-01-12,3,M05,P05,L03,143,178,5,3
2025-01-12,3,M06,P03,L05,117,172,2,3
2025-01-12,3,M07,P03,L04,143,130,18,7
2025-01-12,3,M08,P01,L04,165,92,29,9
2025-01-12,3,M09,P05,L05,129,177,29,2
2025-01-12,3,M10,P01,L04,173,161,18,6
2025-01-12,4,M01,P03,L01,187,158,8,9
2025-01-12,4,M02,P04,L04,103,181,3,4
2025-01-12,4,M03,P04,L01,186,183,20,4
2025-01-12,4,M04,P03,L05,154,154,12,7
2025-01-12,4,M05,P02,L01,143,187,17,9
2025-01-12,4,M06,P02,L04,143,93,14,1
2025-01-12,4,M07,P04,L02,176,99,16,1
2025-01-12,4,M08,P02,L03,196,181,2,2
2025-01-12,4,M09,P05,L04,183,134,2,7
2025-01-12,4,M10,P05,L03,106,81,20,5
2025-01-12,5,M01,P02,L04,135,111,12,9
2025-01-12,5,M02,P01,L05,174,166,17,0
2025-01-12,5,M03,P03,L02,110,129,26,2
2025-01-12,5,M04,P03,L02,174,110,27,8
2025-01-12,5,M05,P04,L04,124,154,18,0
2025-01-12,5,M06,P05,L03,173,121,13,1
2025-01-12,5,M07,P02,L04,117,156,18,4
2025-01-12,5,M08,P02,L04,174,141,29,9
2025-01-12,5,M09,P04,L02,173,165,22,0
2025-01-12,5,M10,P03,L03,180,167,3,9
2025-01-12,6,M01,P03,L02,151,115,27,9
2025-01-12,6,M02,P01,L04,120,143,11,9
2025-01-12,6,M03,P03,L04,157,104,4,5
2025-01-12,6,M04,P03,L05,190,87,8,3
2025-01-12,6,M05,P01,L01,106,175,7,2
2025-01-12,6,M06,P03,L05,138,85,26,2
2025-01-12,6,M07,P04,L01,180,185,18,9
2025-01-12,6,M08,P03,L03,161,82,17,8
2025-01-12,6,M09,P04,L03,157,172,21,1
2025-01-12,6,M10,P02,L01,120,198,29,3
2025-01-12,7,M01,P02,L05,112,126,22,1
2025-01-12,7,M02,P04,L04,166,164,20,1
2025-01-12,7,M03,P01,L04,178,136,0,5
2025-01-12,7,M04,P04,L03,162,144,6,2
2025-01-12,7,M05,P02,L05,143,91,21,5
2025-01-12,7,M06,P04,L04,190,117,26,9
2025-01-12,7,M07,P05,L04,133,118,8,8
2025-01-12,7,M08,P05,L04,164,197,14,7
2025-01-12,7,M09,P02,L01,144,172,0,4
2025-01-12,7,M10,P02,L02,173,115,0,6
2025-01-12,8,M01,P02,L05,123,96,6,0
2025-01-12,8,M02,P05,L04,121,94,4,1
2025-01-12,8,M03,P01,L02,152,100,22,5
2025-01-12,8,M04,P03,L02,131,100,3,2
2025-01-12,8,M05,P02,L02,197,93,14,3
2025-01-12,8,M06,P04,L02,182,88,6,2
2025-01-12,8,M07,P01,L05,186,197,3,4
2025-01-12,8,M08,P02,L03,118,107,22,7
2025-01-12,8,M09,P05,L01,106,184,11,2
2025-01-12,8,M10,P04,L03,107,148,29,2
2025-01-12,9,M01,P04,L04,123,85,22,8
2025-01-12,9,M02,P05,L03,166,154,2,9
2025-01-12,9,M03,P01,L02,147,159,26,9
